type	name	iata_code	coordinates
small_airport	Cole Farm Airport		"-70.97309875488281, 42.92839813232422"
closed	Chemical Bank - New Jersey Na Heliport		"-74.999603, 39.950102"
small_airport	Silver Creek Airport		"-114.150277, 39.098333"
small_airport	Murphy Field		"-76.44529724121094, 42.84280014038086"
heliport	Saint Elizabeth Medical Center Heliport		"-80.65699768066406, 41.11479949951172"
small_airport	Hal Joy Airfield		"-80.59120178222656, 41.50979995727539"
small_airport	Green Acres Airport		"-84.3822021484375, 39.734798431396484"
heliport	Albert Lodge Heliport		"-94.83360290527344, 36.54169845581055"
small_airport	Hayden Mountain Airport		"-123.08000183105469, 45.4650993347168"
small_airport	Freefall Oz Airport		"-78.288152, 41.995792"
heliport	Schiavoni Heliport		"-76.772533, 40.382733"
heliport	Cherokee Island Castle Heliport		"-79.92130279541016, 40.40230178833008"
small_airport	Grawunder Field		"-96.24610137939453, 29.9419002532959"
small_airport	Beyer Farm Airport		"-97.25309753417969, 37.583900451660156"
small_airport	Glaser Field		"-97.11689758300781, 30.90850067138672"
small_airport	Ainsworth Airport		"-95.02690124511719, 30.312700271606445"
small_airport	Hunter STOLport		"-86.95690155029297, 35.69729995727539"
closed	Roscoe Mc Connico Airport		"-96.179101, 32.120701"
small_airport	Diamond N Ranch Airport		"-95.81289672851562, 30.057600021362305"
small_airport	Mount Horeb Field		"-78.85530090332031, 38.249000549316406"
heliport	N A Degerstrom Yard Heliport		"-117.197998046875, 47.68629837036133"
small_airport	Young Private Airport		"-92.45020294189453, 45.66270065307617"
small_airport	Western Airpark		"-122.5530014038086, 46.92499923706055"
small_airport	Campbell Field		"-97.04419708251953, 33.32469940185547"
small_airport	Herman Municipal Airport		"-96.16059875488281, 45.83000183105469"
small_airport	Pan Lake Strip Airport		"-149.9549028, 61.6959639"
heliport	Tac X Stagefield Army Heliport		"-85.9791030883789, 31.125200271606445"
small_airport	Morrilton Airport		"-92.80020141601562, 35.19449996948242"
closed	John C Lincoln Hospital Heliport		"-112.06900024414062, 33.56669998168945"
small_airport	Blue Hill Airport		"-68.5697021484375, 44.448001861572266"
heliport	West Side Hospital Heliport		"-119.45099639892578, 35.13890075683594"
small_airport	Richvale Airport		"-121.77100372314453, 39.49769973754883"
small_airport	Comanche Creek Airport		"-104.427001953125, 39.26359939575195"
closed	Tnt Heliport		"-72.24960327148438, 41.45289993286133"
small_airport	Tackaberry Airport		"-82.72380065917969, 43.06449890136719"
small_airport	Ocean Reef Club Airport	OCA	"-80.274803161621, 25.325399398804"
closed	Flying G Ranch STOLport		"-83.283796, 30.417999"
heliport	Southwest Florida Regional Medical Center Heliport		"-81.8594970703125, 26.60540008544922"
small_airport	Alcovy Airport		"-83.76309967041016, 33.67499923706055"
seaplane_base	Lake Monroe Seaplane Base		"-86.44609832763672, 39.05870056152344"
small_airport	Interstate Airport		"-113.30500030517578, 42.2781982421875"
heliport	St Vincent Jennings Hospital Heliport		"-85.64080047607422, 39.01060104370117"
small_airport	Gray Airport		"-85.91390228271484, 39.573699951171875"
small_airport	Central City Municipal - Larry Reineke Field		"-98.0516967773, 41.1125984192"
small_airport	Heape Field		"-96.93669891357422, 37.73419952392578"
small_airport	Blue Lick Airport		"-85.69329833984375, 38.08060073852539"
closed	Air Oil Inc Nr 1 Heliport		"-90.183701, 29.937099"
heliport	LA State Police Troop F Heliport		"-91.9889984131, 32.518100738499996"
heliport	West Pond Heliport		"-70.70950317382812, 41.91699981689453"
small_airport	Baugher's Orchard Airport		"-77.0519027709961, 39.608299255371094"
heliport	Westbrook Heliport		"-70.33920288085938, 43.73830032348633"
small_airport	Scott Airstrip		"-85.0239028930664, 43.864200592041016"
small_airport	Dairyview Airport		"-95.90950012207031, 44.05500030517578"
small_airport	Lake Sexton Airport		"-93.61689758300781, 38.650001525878906"
small_airport	Glasgow Industrial Airport		"-106.52799987792969, 48.42110061645508"
small_airport	Bermudian Valley Airpark		"-77.00389862060547, 40.01679992675781"
small_airport	Hawks Meadow Airport		"-80.7511978149414, 34.83319854736328"
seaplane_base	Diving Rock Seaplane Base		"-72.06390380859375, 43.17559814453125"
heliport	Hackensack UMC Palisades Heliport		"-73.994863, 40.793666"
small_airport	Border Line Farm Airport		"-114.053472, 39.102239"
heliport	Mmc Heliport		"-74.76499938964844, 42.66640090942383"
closed	Tennessee Gas Heliport		"-81.683503, 39.9373"
small_airport	Pleasant Valley Airport		"-99.03369903564453, 34.633399963378906"
small_airport	Bruce's Airport		"-122.62000274658203, 45.42179870605469"
small_airport	Folmar Airport		"-78.125278, 40.998889"
small_airport	Churchill Airport		"-99.36009979248047, 39.77280044555664"
small_airport	Salaika Aviation Airport		"-95.344658, 29.240519"
small_airport	Cuddihy Field		"-97.51280212402344, 27.721099853515625"
small_airport	Corntassel Airport		"-84.24109649658203, 35.568599700927734"
small_airport	Cross-Country Estates Airport		"-97.57279968261719, 30.625"
heliport	Pecks Heliport		"-96.447998046875, 33.183998107910156"
small_airport	E Northrop Grumman Airport		"-112.447222, 41.716667"
small_airport	Alpha Hotel Airport		"-78.78309631347656, 36.81959915161133"
small_airport	Meadow STOLport		"-72.91470336914062, 44.447200775146484"
heliport	Multicare Deaconess Hospital Heliport		"-117.424477, 47.651637"
closed	Bartell Strip		"-88.391502, 42.965302"
heliport	Allen Ponderosa Heliport		"-97.3917007446289, 32.542198181152344"
small_airport	Hill City-Quadna Mountain Airport		"-93.5969009399414, 46.955501556396484"
small_airport	Fisher Airport		"-149.724439, 61.569639"
closed	Crittenden Regional Hospital Heliport		"-90.190212, 35.142046"
heliport	Mesa Police Heliport		"-111.83699798583984, 33.41740036010742"
small_airport	Merrymeeting Field		"-69.88710021972656, 44"
heliport	Pg & E Co. Placerville Svc Center Heliport		"-120.8270034790039, 38.69490051269531"
small_airport	Kistler Ranch Airport		"-120.55400085449219, 37.85960006713867"
heliport	Tulare Motor Sports #1 Heliport		"-119.306181, 36.172031"
small_airport	Terra Firma Airport		"-104.04100036621094, 38.73249816894531"
seaplane_base	Seavair's Landing Seaplane Base		"-73.09310150146484, 41.895999908447266"
small_airport	City of Coalgate Airport		"-96.23310089111328, 34.53179931640625"
small_airport	Duda Airstrip		"-81.48370361328125, 26.57979965209961"
small_airport	Sunniland Ranch Airport		"-80.77279663085938, 27.363100051879883"
small_airport	J. H. Hendrie Farms Airport		"-81.32869720458984, 27.08449935913086"
heliport	Salt Fork Lodge Heliport		"-81.52619934082031, 40.11090087890625"
small_airport	Sapelo Island Airport		"-81.28589630126953, 31.425800323486328"
small_airport	Symms Airport		"-116.7770004272461, 43.56930160522461"
heliport	Parkview Lagrange Hospital Heliport		"-85.426386, 41.645085"
closed	Harms Airstrip		"-89.793999, 41.577"
seaplane_base	Winona Lake Seaplane Base		"-85.830556, 41.223056"
small_airport	Hemmer RLA Restricted Landing Area		"-89.20290374759999, 37.977798461899994"
small_airport	Alderson Airport		"-97.58000183105469, 39.034698486328125"
small_airport	Boss Airport		"-84.6260986328125, 36.972599029541016"
heliport	Air Oil Inc Nr 2 Heliport		"-90.18260192871094, 29.952999114990234"
small_airport	Sauer Airport		"-88.48919677734375, 41.07529830932617"
small_airport	Aeleron Airport		"-92.02359771728516, 30.403600692749023"
small_airport	Wormid Airport		"-71.49620056152344, 42.29399871826172"
heliport	St Joseph Hospital Heliport		"-76.61000061035156, 39.388301849365234"
small_airport	Lindbergh Airport		"-70.34529876708984, 44.81420135498047"
heliport	Sparrow Hospital Heliport		"-84.53659821, 42.73419952"
seaplane_base	Christenson Point Seaplane Base		"-93.05439758300781, 47.66939926147461"
small_airport	Twin Oaks Airport		"-94.28379821777344, 37.395599365234375"
small_airport	Williams Field		"-89.86830139, 34.66220093"
small_airport	Clark Airport		"-108.81700134277344, 47.063899993896484"
small_airport	Keller Brothers Airport		"-76.32879638671875, 40.29180145263672"
small_airport	Whiteheart Farm Airport		"-80.4655990600586, 36.06760025024414"
small_airport	Brecht Strip		"-102.0979995727539, 47.32310104370117"
small_airport	Laurel Municipal Airport		"-97.07949829101562, 42.43170166015625"
heliport	Memorial Hospital Heliport		"-71.1358032227, 44.0612983704"
heliport	St Barnabas Medical Center Heliport		"-74.30400085449219, 40.76259994506836"
small_airport	Md1 Airport		"-74.50559997558594, 41.368099212646484"
small_airport	Kenley Airport		"-80.5636978149414, 41.29169845581055"
small_airport	Parks Airport		"-95.25830078125, 34.93149948120117"
small_airport	Broken B Airport		"-98.605477, 35.408087"
small_airport	Saxon Sycan Airport		"-121.11699676513672, 42.839298248291016"
heliport	Pocono Raceway Heliport		"-75.49960327148438, 41.05839920043945"
heliport	Thomson Heliport		"-76.28079986572266, 40.0458984375"
small_airport	Richmond Airport		"-71.62059783935547, 41.489498138427734"
heliport	Rancho Del Lago Heliport		"-98.22450256347656, 29.951900482177734"
small_airport	B. J. Mc Combs Sisterdale Airport		"-98.742451, 29.975331"
closed	Puesta Del Sol Airport		"-98.504885, 26.881331"
small_airport	Cross Wind Airport		"-97.74749755859375, 32.85820007324219"
small_airport	Stevens-Crosby Airport		"-115.86000061035156, 41.51570129394531"
small_airport	Springwood Airstrip		"-79.74980163574219, 37.55400085449219"
closed	Manchester Laboratory Heliport		"-122.547997, 47.574299"
closed	Pierick Airport		"-90.3551025390625, 43.04359817504883"
small_airport	Knolle Ranch Airport		"-96.504031, 30.479253"
small_airport	Peterson Airport		"-95.77749633789062, 29.10810089111328"
heliport	Sheldon Chalet Heliport		"-150.75375, 62.969888"
small_airport	West Beaver Airport		"-149.847333, 61.589361"
heliport	Magnolia Hospital Heliport		"-93.23989868164062, 33.27320098876953"
small_airport	Stronghold Airport		"-110.03800201416016, 31.92530059814453"
heliport	Mee Memorial Hospital Heliport		"-121.132503, 36.20554"
small_airport	Alta Sierra Airport		"-121.05699920654297, 39.113800048828125"
heliport	Tulare Motor Sports #2 Heliport		"-119.313572, 36.182556"
small_airport	Cottonwood Field		"-103.65299987792969, 38.055599212646484"
small_airport	Placid Lakes Airport		"-81.41310119628906, 27.2455997467041"
small_airport	Cheryl-Lane Landings Airport		"-82.0873031616211, 28.671100616455078"
small_airport	Sunnybreeze Airport		"-81.97059631347656, 27.055599212646484"
small_airport	Sunbelt Strip		"-83.68409729003906, 31.111299514770508"
seaplane_base	International Falls Seaplane Base		"-93.37079620361328, 48.60580062866211"
small_airport	Skydive Iowa Airport		"-92.4093017578125, 41.74580001831055"
small_airport	Taylor Ranch Landing Area Airport		"-114.8550033569336, 45.10390090942383"
small_airport	Gibbons Field		"-86.44499969482422, 38.44729995727539"
closed	Silver Cross Hospital Heliport		"-88.052279, 41.536183"
small_airport	Gordon Airport		"-85.42500305175781, 41.12089920043945"
heliport	Swedish American Heliport		"-89.07430267333984, 42.26499938964844"
small_airport	Coffman Airport		"-95.13829803466797, 38.707000732421875"
heliport	Baptist Hospital East Heliport		"-85.63939666748047, 38.23899841308594"
heliport	Era Helicopters Fourchon Helibase Heliport		"-90.20169830322266, 29.123300552368164"
small_airport	Pine Hill Airport		"-88.74320220947266, 42.468101501464844"
heliport	West Feliciana Sheriff's Office Heliport		"-91.38459777832031, 30.824399948120117"
small_airport	Kallander Field		"-71.50589752197266, 42.304298400878906"
small_airport	Perrotti Skyranch Airfield		"-70.85469818115234, 43.34080123901367"
heliport	Michigan National Guard Headquarters Heliport		"-84.56079864501953, 42.708099365234375"
small_airport	W Johnson Field		"-95.6635971069336, 44.779998779296875"
small_airport	Hogue Farm Airport		"-93.36329650878906, 37.37839889526367"
small_airport	Airhaven Airport		"-73.8759994506836, 41.83259963989258"
small_airport	William Irving Lewis Airport		"-79.02999877929688, 35.32929992675781"
small_airport	Summer Hill Farm Airport		"-96.193603515625, 41.33330154418945"
heliport	Stonebridge Farm Helistop		"-74.6865005493164, 40.65370178222656"
small_airport	Dakota Air Ranch Airport		"-79.650311, 35.650122"
heliport	Spring Lake Fire Department Heliport		"-74.04889678955078, 41.92890167236328"
small_airport	Ragtime Aerodrome		"-95.86389923095703, 36.35449981689453"
heliport	Mid-Columbia Medical Center Heliport		"-121.163827, 45.587235"
small_airport	Eagle Field		"-77.98809814453125, 40.82699966430664"
heliport	Hundley Residence Heliport		"-75.1427001953125, 40.5620002746582"
small_airport	Sullivan Lake State Airport		"-117.28399658203125, 48.84090042114258"
small_airport	Lazy G Bar Ranch Airport		"-97.497002, 33.282101"
small_airport	Running M Ranch Airport		"-97.86699676513672, 32.26679992675781"
heliport	Univ of Tennessee Medical Center Heliport		"-83.94400024414062, 35.94169998168945"
small_airport	Pitcock Rosillos Mountain Ranch Airport		"-103.16500091552734, 29.48240089416504"
small_airport	Smokey Mtn Ranch Airport		"-102.02400207519531, 30.739099502563477"
small_airport	Alum Ridge STOLport		"-80.493896484375, 36.97650146484375"
heliport	Augusta Medical Center Heliport		"-78.98500061035156, 38.09080123901367"
heliport	South Capitol Street Heliport		"-77.00749969482422, 38.86869812011719"
heliport	Holy Family Hospital Heliport		"-117.40699768066406, 47.71039962768555"
small_airport	Parkway Farm Strip		"-91.30760192871094, 44.00360107421875"
heliport	Baptist Medical Center Heliport		"-98.49220275878906, 29.433000564575195"
seaplane_base	Wipline Seaplane Base		"-93.0155029296875, 44.81660079956055"
heliport	Big Salmon Heliport		"-136.013611, 59.403055"
small_airport	Kalifonsky Meadows Airport		"-151.2352525, 60.491537"
small_airport	Pilot Station Airport	PQS	"-162.899994, 61.934601"
small_airport	Scotts Airport		"-146.86199951171875, 64.39250183105469"
small_airport	Anderson Lake Airport		"-149.32200622558594, 61.61690139770508"
small_airport	Yentna Bend Strip		"-150.678611, 61.725556"
small_airport	Parker Lake Airport		"-150.49400329589844, 62.0359001159668"
small_airport	Young Creek Airport		"-142.731832, 61.355352"
small_airport	Victory Airport		"-147.94400024414062, 61.80339813232422"
small_airport	Bradley Lake Hydroelectri Project Airstrip		"-150.95899963378906, 59.776100158691406"
closed	Pollux Heliport		"-147.497501, 64.895835"
small_airport	Falcon Lake Strip		"-150.0590057373047, 61.33259963989258"
heliport	Huntsville Field		"-86.58889770507812, 34.68840026855469"
small_airport	Resort Airport		"-87.65689849853516, 30.443899154663086"
heliport	Clay County Hospital Heliport		"-85.83329772949219, 33.275001525878906"
heliport	Hospital Pad Heliport		"-86.94029998779297, 31.430599212646484"
heliport	Dekalb Regional Medical Center Heliport		"-85.755793, 34.442141"
small_airport	Flomaton Airport		"-87.25279998779297, 31.03219985961914"
heliport	D.W. Mcmillian Memorial Hospital Heliport		"-87.07330322265625, 31.127199172973633"
heliport	Gadsden Regl Medical Center Heliport		"-85.96530151367188, 34.00830078125"
heliport	Brookwood Medical Center Heliport		"-86.77310180664062, 33.46390151977539"
small_airport	Wilson Creek Airport		"-87.63249969482422, 34.849998474121094"
heliport	Smh Heliport		"-94.13710021972656, 36.18149948120117"
small_airport	Hooterville South Airport		"-93.2020034790039, 35.09469985961914"
small_airport	Mission Field-Marotti Memorial Airport		"-90.35009765625, 35.26679992675781"
closed	Taylor's Air Strip		"-93.261001, 35.898998"
heliport	Ozarks Community Hospital Heliport		"-94.46005, 36.40929"
heliport	Rgnl Medical Center Heliport		"-90.70179748535156, 35.83620071411133"
heliport	Ami National Park Medical Center Heliport		"-93.03099822998047, 34.48149871826172"
closed	Yancopin Airport		"-91.181198, 33.9501"
heliport	Howard Memorial Hospital Heliport		"-93.85209655761719, 33.95009994506836"
heliport	Eureka Springs Hospital Heliport		"-93.74349975585938, 36.40010070800781"
